geography,gender,has_credit_card,is_active,card_type,age_group,age,credit_score,tenure,balance,num_products,est_salary,satisfaction_score,pts_earned,churned
Spain,Male,0,1,PLATINUM,Middle-Aged (26-45),41,650,9,0.0,2,191599.67,4,693,0
Germany,Male,1,0,PLATINUM,Middle-Aged (26-45),34,733,3,100337.96,3,48559.19,4,759,1
Germany,Female,1,1,GOLD,Middle-Aged (26-45),34,811,1,149297.19,2,186339.74,2,946,0
France,Male,1,0,GOLD,Middle-Aged (26-45),30,707,8,0.0,2,33159.37,5,402,0
Germany,Male,0,1,PLATINUM,Middle-Aged (26-45),28,712,4,145605.44,1,93883.53,3,465,0
Spain,Female,1,1,GOLD,Middle-Aged (26-45),37,706,7,0.0,2,110899.3,1,799,0
France,Male,1,1,SILVER,Older Adults (46-64),62,756,3,0.0,1,11199.04,3,600,1
France,Female,1,0,PLATINUM,Older Adults (46-64),53,777,10,0.0,2,189992.97,2,306,0
France,Male,0,1,SILVER,Middle-Aged (26-45),35,646,6,84026.86,1,164255.69,3,635,0
France,Male,1,0,PLATINUM,Older Adults (46-64),46,714,1,0.0,1,152167.79,2,747,1
France,Male,1,1,PLATINUM,Middle-Aged (26-45),39,782,8,0.0,2,33949.67,3,424,0
Spain,Male,1,1,DIAMOND,Middle-Aged (26-45),29,775,10,0.0,2,68143.93,2,913,0
Germany,Male,1,1,GOLD,Middle-Aged (26-45),35,479,4,138718.92,1,47251.79,1,751,1
France,Male,1,1,DIAMOND,Middle-Aged (26-45),42,807,7,118274.71,1,25885.72,3,899,0
France,Female,0,1,PLATINUM,Young Adults (18-25),22,799,8,174185.98,2,192633.85,3,219,0
France,Male,1,0,SILVER,Middle-Aged (26-45),40,675,7,113208.86,2,34577.36,3,587,0
Spain,Male,1,0,SILVER,Middle-Aged (26-45),29,602,5,103907.28,1,161229.84,2,861,0
France,Female,1,0,PLATINUM,Middle-Aged (26-45),32,475,8,119023.28,1,100816.29,1,278,0
Spain,Female,1,1,PLATINUM,Middle-Aged (26-45),26,744,5,166297.89,1,181694.44,1,526,0
Spain,Male,1,0,PLATINUM,Middle-Aged (26-45),34,588,10,0.0,2,79078.91,2,632,0
Germany,Male,0,1,SILVER,Middle-Aged (26-45),42,703,9,63227.0,1,137316.32,3,301,0
Spain,Female,1,0,DIAMOND,Middle-Aged (26-45),41,747,5,94521.17,2,194926.86,1,806,0
France,Male,1,0,PLATINUM,Middle-Aged (26-45),27,583,7,0.0,2,51285.49,1,250,0
Spain,Female,0,0,PLATINUM,Middle-Aged (26-45),34,750,9,112822.26,1,150401.53,2,563,1
France,Male,1,1,DIAMOND,Middle-Aged (26-45),38,681,3,0.0,2,112491.96,1,861,0
France,Male,1,0,PLATINUM,Young Adults (18-25),25,773,2,135903.33,1,73656.38,4,790,0
France,Female,1,1,PLATINUM,Middle-Aged (26-45),31,714,4,125169.26,1,106636.89,3,669,0
Spain,Female,1,0,SILVER,Middle-Aged (26-45),44,687,7,0.0,3,155853.52,2,336,1
France,Male,1,1,GOLD,Older Adults (46-64),58,511,0,149117.31,1,162599.51,1,517,0
France,Male,1,1,PLATINUM,Middle-Aged (26-45),33,627,5,0.0,2,103737.82,4,499,0
France,Female,1,0,SILVER,Middle-Aged (26-45),31,694,10,0.0,2,160990.27,3,673,0
Spain,Female,0,0,SILVER,Middle-Aged (26-45),36,616,6,132311.71,1,15462.84,2,268,0
France,Male,1,0,PLATINUM,Middle-Aged (26-45),35,687,8,0.0,2,10334.05,5,809,0
France,Female,1,1,GOLD,Middle-Aged (26-45),33,712,6,0.0,2,190686.16,5,460,0
France,Male,0,0,SILVER,Middle-Aged (26-45),33,553,4,118082.89,1,94440.45,4,221,0
France,Male,1,1,SILVER,Middle-Aged (26-45),31,667,1,119266.69,1,28257.63,2,730,0
France,Male,1,1,DIAMOND,Middle-Aged (26-45),43,731,2,0.0,1,170034.95,2,777,1
Germany,Male,1,0,SILVER,Middle-Aged (26-45),35,629,7,156847.29,2,31824.29,4,837,0
France,Male,1,0,DIAMOND,Older Adults (46-64),50,614,4,137104.47,1,127166.49,1,958,1
Germany,Male,1,0,PLATINUM,Middle-Aged (26-45),31,438,8,78398.69,1,44937.01,4,809,0
France,Female,1,1,GOLD,Retirement Aged (65+),80,652,4,0.0,2,188603.07,1,662,0
Germany,Male,1,0,GOLD,Middle-Aged (26-45),30,729,6,63669.42,1,145111.37,2,484,0
France,Male,0,0,GOLD,Middle-Aged (26-45),38,642,3,0.0,2,171463.83,2,737,0
Germany,Female,1,0,SILVER,Older Adults (46-64),59,806,0,135296.33,1,182822.5,1,486,0
Spain,Male,1,1,SILVER,Middle-Aged (26-45),36,744,2,153804.44,1,87213.33,3,252,0
Spain,Male,0,0,SILVER,Middle-Aged (26-45),37,474,3,0.0,2,57175.32,4,275,0
France,Male,1,0,DIAMOND,Older Adults (46-64),49,559,2,147069.78,1,120540.83,1,245,1
Spain,Male,1,1,PLATINUM,Middle-Aged (26-45),42,706,9,0.0,2,28714.34,4,361,0
Spain,Female,1,0,DIAMOND,Young Adults (18-25),22,628,3,0.0,1,85426.28,4,483,0
France,Male,1,0,GOLD,Young Adults (18-25),24,429,4,95741.75,1,46170.75,2,352,0
Spain,Female,1,1,PLATINUM,Older Adults (46-64),57,525,2,145965.33,1,64448.36,5,337,0
France,Female,1,1,SILVER,Middle-Aged (26-45),30,680,8,141441.75,1,16278.97,1,597,0
France,Male,1,0,SILVER,Middle-Aged (26-45),40,749,1,139290.41,1,182855.42,1,381,1
France,Female,0,0,PLATINUM,Middle-Aged (26-45),31,763,4,0.0,2,50404.72,3,668,0
France,Male,1,0,DIAMOND,Middle-Aged (26-45),30,734,3,0.0,2,107640.25,4,245,0
France,Male,1,0,PLATINUM,Middle-Aged (26-45),35,716,4,144428.87,1,134132.65,2,495,0
France,Male,1,0,DIAMOND,Middle-Aged (26-45),35,594,2,0.0,2,103480.69,4,378,0
France,Female,1,0,SILVER,Older Adults (46-64),46,644,9,95441.27,1,108761.05,1,568,1
Germany,Male,1,1,PLATINUM,Middle-Aged (26-45),35,671,1,144848.74,1,179012.3,5,731,0
Germany,Male,1,1,GOLD,Middle-Aged (26-45),26,664,7,116244.14,2,95145.14,2,837,0
France,Male,0,1,GOLD,Older Adults (46-64),50,656,7,0.0,2,72143.44,1,829,0
Spain,Female,1,0,DIAMOND,Middle-Aged (26-45),40,667,1,146502.07,1,19162.89,3,230,0
Germany,Male,0,1,DIAMOND,Middle-Aged (26-45),44,663,2,117028.6,2,144680.18,4,919,0
Germany,Female,1,0,PLATINUM,Middle-Aged (26-45),30,584,8,112013.81,1,177772.03,4,641,1
Spain,Female,1,0,DIAMOND,Middle-Aged (26-45),37,626,6,108269.37,1,5597.94,2,457,0
France,Male,1,0,GOLD,Middle-Aged (26-45),29,485,7,182123.79,1,116828.51,4,583,1
Germany,Female,0,1,PLATINUM,Middle-Aged (26-45),32,659,3,150923.74,2,174652.51,2,849,0
France,Male,1,0,DIAMOND,Middle-Aged (26-45),33,649,2,0.0,2,2010.98,3,720,0
Spain,Female,1,0,SILVER,Middle-Aged (26-45),39,805,5,165272.13,1,14109.85,3,317,1
Germany,Female,1,0,DIAMOND,Middle-Aged (26-45),39,716,10,115301.31,1,43527.4,5,465,1
Germany,Female,0,1,GOLD,Middle-Aged (26-45),40,642,6,129502.49,2,86099.23,4,269,1
France,Male,0,0,SILVER,Middle-Aged (26-45),31,659,4,118342.26,1,161574.19,3,391,0
Spain,Female,1,1,PLATINUM,Older Adults (46-64),47,545,5,0.0,2,38970.14,4,373,0
France,Male,0,0,PLATINUM,Young Adults (18-25),22,543,8,0.0,2,127587.22,3,251,0
France,Female,1,0,PLATINUM,Young Adults (18-25),25,718,7,0.0,2,30380.12,2,237,0
France,Female,1,0,SILVER,Middle-Aged (26-45),43,840,7,0.0,2,90908.95,2,645,0
Germany,Female,1,0,SILVER,Middle-Aged (26-45),34,630,9,106937.05,2,138275.01,3,624,0
Germany,Male,1,1,PLATINUM,Older Adults (46-64),59,643,3,170331.37,1,32171.79,5,838,0
Germany,Female,1,1,GOLD,Middle-Aged (26-45),32,654,1,114510.85,1,126143.23,4,224,0
France,Male,1,1,DIAMOND,Middle-Aged (26-45),39,582,5,0.0,2,129892.93,4,343,0
Spain,Male,1,1,DIAMOND,Middle-Aged (26-45),32,659,3,107594.11,2,102416.84,3,683,0
Spain,Male,1,1,GOLD,Middle-Aged (26-45),39,762,2,81273.13,1,18719.67,5,929,0
Spain,Female,1,0,PLATINUM,Middle-Aged (26-45),32,568,7,169399.6,1,61936.22,4,234,0
Spain,Male,1,1,DIAMOND,Young Adults (18-25),25,670,6,0.0,2,78358.94,3,723,0
France,Female,1,1,PLATINUM,Middle-Aged (26-45),45,613,1,187841.99,2,147224.27,1,482,0
France,Male,1,0,DIAMOND,Middle-Aged (26-45),30,539,0,0.0,2,160979.66,4,231,0
Spain,Female,1,1,GOLD,Older Adults (46-64),57,850,8,126776.3,2,132298.49,3,244,0
Spain,Male,1,0,GOLD,Middle-Aged (26-45),34,522,9,126436.29,1,174248.52,3,973,1
France,Male,1,1,SILVER,Middle-Aged (26-45),41,737,1,101960.74,1,123547.28,5,463,0
France,Male,0,1,DIAMOND,Older Adults (46-64),58,520,3,0.0,2,32790.02,5,253,0
Spain,Male,0,1,SILVER,Middle-Aged (26-45),28,706,3,0.0,2,181543.67,3,241,0
Germany,Female,0,1,PLATINUM,Middle-Aged (26-45),45,643,2,150842.93,1,2319.96,5,537,1
France,Female,1,1,DIAMOND,Older Adults (46-64),50,648,9,102535.57,1,189543.19,5,332,0
Germany,Female,1,0,PLATINUM,Middle-Aged (26-45),29,443,9,99027.61,2,10940.4,5,390,0
France,Male,1,1,PLATINUM,Retirement Aged (65+),68,640,9,0.0,2,199493.38,4,763,0
Spain,Female,1,1,GOLD,Middle-Aged (26-45),33,628,3,0.0,1,188193.25,4,240,0
Germany,Female,1,0,PLATINUM,Middle-Aged (26-45),42,540,9,87271.41,2,172572.64,1,978,0
Germany,Female,1,1,DIAMOND,Middle-Aged (26-45),35,460,8,102742.91,2,189339.6,5,366,0
Germany,Male,0,1,DIAMOND,Middle-Aged (26-45),34,636,2,40105.51,2,53512.16,3,356,0
France,Female,1,0,SILVER,Middle-Aged (26-45),29,593,2,152265.43,1,34004.44,1,907,0
Spain,Male,1,1,SILVER,Middle-Aged (26-45),42,801,4,141947.67,1,10598.29,3,687,0
Germany,Female,0,1,PLATINUM,Retirement Aged (65+),75,640,1,106307.91,2,113428.77,2,703,0
Germany,Male,1,1,DIAMOND,Middle-Aged (26-45),31,611,0,107884.81,2,183487.98,2,388,0
Germany,Male,1,1,DIAMOND,Middle-Aged (26-45),31,802,1,125013.72,1,187658.09,2,579,0
Germany,Male,1,1,GOLD,Middle-Aged (26-45),35,717,7,58469.37,2,172459.39,2,793,0
France,Female,0,1,GOLD,Middle-Aged (26-45),39,769,8,0.0,1,21016.0,3,828,0
Germany,Male,1,1,GOLD,Middle-Aged (26-45),45,745,10,117231.63,3,122381.02,2,291,1
Spain,Male,1,0,GOLD,Middle-Aged (26-45),35,572,4,152390.26,1,128123.66,4,951,0
Spain,Female,1,0,DIAMOND,Middle-Aged (26-45),30,629,2,34013.63,1,19570.63,2,952,0
Spain,Female,0,0,GOLD,Middle-Aged (26-45),39,687,2,0.0,3,188150.6,2,616,1
France,Female,1,1,SILVER,Older Adults (46-64),50,483,9,0.0,2,111020.24,5,706,0
France,Male,1,0,DIAMOND,Middle-Aged (26-45),36,690,7,101583.11,2,123775.15,2,423,0
Germany,Female,0,1,GOLD,Middle-Aged (26-45),30,492,10,77168.87,2,146700.22,5,552,0
Germany,Male,1,0,DIAMOND,Middle-Aged (26-45),28,709,8,124695.72,2,145251.35,3,665,0
Germany,Male,1,0,PLATINUM,Middle-Aged (26-45),44,705,3,105934.96,1,82463.69,3,351,0
France,Female,1,1,DIAMOND,Retirement Aged (65+),66,560,9,0.0,1,15928.49,3,906,0
Spain,Male,1,0,DIAMOND,Older Adults (46-64),46,611,6,0.0,2,45886.33,4,406,0
Spain,Male,1,1,GOLD,Older Adults (46-64),62,730,2,0.0,2,186489.95,4,594,0
Spain,Female,0,1,PLATINUM,Middle-Aged (26-45),45,709,2,0.0,2,162922.65,1,815,0
France,Female,1,0,PLATINUM,Young Adults (18-25),21,544,10,161525.96,2,9262.77,2,458,0
Germany,Female,1,1,SILVER,Middle-Aged (26-45),29,712,7,147199.07,1,84932.4,3,886,0
Germany,Male,1,1,SILVER,Middle-Aged (26-45),38,752,3,183102.29,1,71557.12,3,833,0
Spain,Male,1,0,GOLD,Older Adults (46-64),46,648,9,127209.0,2,77405.95,4,932,1
Spain,Male,0,0,GOLD,Middle-Aged (26-45),38,556,8,0.0,2,417.41,3,632,1
Spain,Female,1,1,DIAMOND,Young Adults (18-25),24,594,0,97378.54,1,71405.17,2,431,0
Germany,Female,0,1,PLATINUM,Middle-Aged (26-45),37,645,2,136925.09,2,153400.24,3,739,0
France,Male,1,1,SILVER,Middle-Aged (26-45),33,557,3,54503.55,1,371.05,5,362,0
Germany,Male,1,0,SILVER,Middle-Aged (26-45),32,547,8,155726.85,1,67789.99,2,309,0
France,Female,0,1,GOLD,Middle-Aged (26-45),39,701,9,0.0,2,145894.9,2,513,0
France,Female,1,0,DIAMOND,Retirement Aged (65+),66,616,1,135842.41,1,183840.51,2,302,1
France,Male,1,0,DIAMOND,Older Adults (46-64),52,605,1,63349.75,1,108887.44,2,437,0
Germany,Female,1,1,SILVER,Middle-Aged (26-45),38,593,4,129499.42,1,154071.27,5,337,0
Spain,Male,0,1,SILVER,Older Adults (46-64),52,751,8,0.0,2,179291.85,5,629,0
Spain,Male,0,1,GOLD,Middle-Aged (26-45),36,443,6,70438.01,2,56937.43,4,858,0
France,Male,1,1,SILVER,Young Adults (18-25),23,685,8,0.0,2,112239.03,2,543,0
France,Male,1,0,DIAMOND,Middle-Aged (26-45),36,718,9,0.0,1,45909.87,1,939,0
Spain,Female,0,0,GOLD,Older Adults (46-64),49,538,9,141434.04,1,173779.25,5,797,1
Spain,Female,1,0,SILVER,Middle-Aged (26-45),37,611,4,0.0,2,125696.26,4,629,0
Germany,Male,1,1,SILVER,Middle-Aged (26-45),37,668,10,152958.29,2,159585.61,2,743,0
Germany,Female,1,0,DIAMOND,Middle-Aged (26-45),41,537,3,138306.34,1,106761.47,5,767,0
Spain,Male,0,0,SILVER,Young Adults (18-25),23,709,10,0.0,2,129590.18,2,246,0
France,Male,1,1,PLATINUM,Middle-Aged (26-45),38,850,1,0.0,2,80006.65,2,480,0
Spain,Female,1,1,GOLD,Middle-Aged (26-45),31,745,3,124328.84,1,140451.52,5,924,0
Germany,Female,1,1,GOLD,Middle-Aged (26-45),41,693,9,181461.48,3,187929.43,3,430,1
Spain,Male,1,0,DIAMOND,Middle-Aged (26-45),35,795,8,0.0,2,167155.36,2,708,0
Spain,Male,0,0,PLATINUM,Middle-Aged (26-45),26,626,8,0.0,2,191420.71,4,701,0
Germany,Female,0,0,DIAMOND,Older Adults (46-64),61,487,5,110368.03,1,11384.45,2,982,1
France,Female,1,1,DIAMOND,Middle-Aged (26-45),39,556,9,89588.35,1,94898.1,1,827,0
France,Female,0,0,DIAMOND,Older Adults (46-64),46,643,6,0.0,2,106781.59,4,597,0
France,Female,0,0,DIAMOND,Middle-Aged (26-45),28,605,6,0.0,2,159508.52,1,468,0
Germany,Female,1,0,DIAMOND,Older Adults (46-64),60,756,3,115924.89,1,93524.19,3,523,1
France,Female,1,0,SILVER,Middle-Aged (26-45),38,586,2,0.0,2,87168.46,2,650,0
Germany,Male,1,0,GOLD,Middle-Aged (26-45),40,535,7,111756.5,1,8128.32,2,567,1
France,Female,1,0,DIAMOND,Middle-Aged (26-45),35,678,4,0.0,1,125518.32,1,749,0
France,Male,1,0,PLATINUM,Middle-Aged (26-45),39,596,9,0.0,1,48963.59,3,390,0
France,Male,1,0,GOLD,Middle-Aged (26-45),26,648,9,162923.85,1,98368.24,5,922,0
Germany,Male,1,0,GOLD,Middle-Aged (26-45),39,492,10,124576.65,2,148584.61,5,560,0
France,Male,1,1,DIAMOND,Middle-Aged (26-45),45,702,0,80793.58,1,27474.81,2,994,0
Germany,Female,1,0,PLATINUM,Middle-Aged (26-45),40,486,9,71340.09,1,76192.21,4,530,0
Germany,Male,0,0,SILVER,Middle-Aged (26-45),40,568,1,99282.63,1,134600.94,2,818,1
Germany,Male,1,1,PLATINUM,Older Adults (46-64),57,619,3,137946.39,1,72467.99,5,367,1
Germany,Male,0,1,DIAMOND,Middle-Aged (26-45),41,724,2,127892.57,2,199645.45,4,393,0
Germany,Female,1,0,DIAMOND,Middle-Aged (26-45),33,548,0,101084.36,1,42749.85,5,860,0
Germany,Female,1,0,GOLD,Middle-Aged (26-45),37,545,8,114754.08,1,136050.44,5,958,1
France,Male,0,0,PLATINUM,Middle-Aged (26-45),33,683,8,0.0,1,73564.44,4,576,0
France,Female,0,1,SILVER,Older Adults (46-64),51,762,3,99286.98,1,85578.63,5,887,0
Germany,Female,1,0,DIAMOND,Middle-Aged (26-45),30,627,4,79871.02,2,129826.89,4,396,0
France,Male,0,0,GOLD,Middle-Aged (26-45),35,516,10,104088.59,2,119666.0,1,565,0
France,Female,1,0,SILVER,Middle-Aged (26-45),38,800,2,168190.33,2,68052.08,3,874,0
Germany,Female,1,1,SILVER,Middle-Aged (26-45),42,464,3,85679.25,1,164104.74,3,665,0
France,Female,0,0,SILVER,Middle-Aged (26-45),35,626,3,0.0,1,80190.36,5,680,0
France,Female,1,0,DIAMOND,Middle-Aged (26-45),31,790,9,0.0,2,84126.75,1,319,0
France,Female,1,1,SILVER,Middle-Aged (26-45),34,534,7,121551.58,2,70179.0,3,351,0
France,Male,1,1,DIAMOND,Older Adults (46-64),46,745,2,122220.19,1,118024.1,3,781,0
Spain,Male,0,0,DIAMOND,Older Adults (46-64),47,553,3,116528.15,1,145704.19,2,918,1
France,Female,0,1,GOLD,Middle-Aged (26-45),26,748,1,77780.29,1,183049.41,3,340,0
France,Male,0,0,GOLD,Middle-Aged (26-45),37,722,2,0.0,1,120906.83,4,625,0
France,Male,1,1,DIAMOND,Middle-Aged (26-45),40,501,4,125832.2,1,100433.83,3,923,0
France,Female,0,0,PLATINUM,Middle-Aged (26-45),38,675,6,68065.8,1,138777.0,5,543,1
Spain,Female,1,0,GOLD,Older Adults (46-64),47,778,6,127299.34,2,124694.99,2,859,0
Germany,Female,1,0,GOLD,Middle-Aged (26-45),38,494,7,174937.64,1,40084.32,5,794,0
France,Male,0,1,GOLD,Middle-Aged (26-45),40,850,9,0.0,2,119232.33,2,241,0
Spain,Male,0,0,GOLD,Middle-Aged (26-45),31,592,7,110071.1,1,43921.36,3,702,0
Spain,Female,1,0,PLATINUM,Middle-Aged (26-45),44,590,3,139432.37,1,62222.81,4,816,0
France,Female,0,1,SILVER,Middle-Aged (26-45),39,758,6,127357.76,1,56577.0,4,404,0
France,Male,1,0,GOLD,Middle-Aged (26-45),36,506,5,0.0,2,164253.35,4,299,0
France,Male,1,1,SILVER,Middle-Aged (26-45),33,733,3,0.0,1,7666.73,1,855,0
France,Male,1,0,DIAMOND,Middle-Aged (26-45),38,711,3,0.0,2,68487.51,4,886,0
Germany,Male,0,1,GOLD,Middle-Aged (26-45),43,514,1,95556.31,1,199273.98,4,774,1
Spain,Male,1,1,DIAMOND,Middle-Aged (26-45),37,637,8,0.0,1,186062.36,1,699,0
Germany,Male,1,1,GOLD,Middle-Aged (26-45),29,468,1,111681.98,2,195711.16,3,977,0
France,Male,1,0,SILVER,Middle-Aged (26-45),39,539,3,0.0,2,36692.17,1,426,0
Spain,Female,1,0,DIAMOND,Young Adults (18-25),25,509,3,108738.71,2,106920.57,3,595,0
France,Female,1,1,DIAMOND,Middle-Aged (26-45),32,662,4,133950.37,1,48725.68,1,368,1
Spain,Male,1,1,SILVER,Middle-Aged (26-45),26,818,4,0.0,2,167036.94,3,261,0
France,Male,1,0,GOLD,Middle-Aged (26-45),33,608,9,89968.69,1,68777.26,3,614,0
Spain,Female,1,1,DIAMOND,Middle-Aged (26-45),32,850,9,0.0,2,18924.92,4,765,0
Germany,Female,1,0,GOLD,Middle-Aged (26-45),38,816,5,130878.75,3,71905.77,4,961,1
France,Male,1,0,GOLD,Middle-Aged (26-45),35,536,8,0.0,2,64833.28,2,345,0
France,Male,1,1,GOLD,Middle-Aged (26-45),35,753,3,0.0,2,184843.77,1,330,0
Spain,Male,1,1,PLATINUM,Middle-Aged (26-45),27,631,10,134169.62,1,176730.02,5,863,0
France,Male,1,0,DIAMOND,Middle-Aged (26-45),37,703,1,149762.08,1,20629.4,3,371,1
France,Male,1,0,DIAMOND,Middle-Aged (26-45),26,774,2,93844.69,1,28415.36,1,282,0
France,Male,1,0,SILVER,Middle-Aged (26-45),28,785,8,0.0,2,77231.27,2,937,0
France,Female,1,0,GOLD,Middle-Aged (26-45),33,571,1,0.0,2,102750.7,2,722,0
Germany,Male,0,0,SILVER,Older Adults (46-64),46,621,6,141078.37,1,34580.8,2,956,1
Germany,Female,1,1,SILVER,Middle-Aged (26-45),31,605,1,117992.59,1,183598.77,2,496,0
France,Female,1,0,DIAMOND,Middle-Aged (26-45),40,611,8,100812.33,2,147358.27,2,927,0
France,Male,1,1,SILVER,Middle-Aged (26-45),38,569,7,0.0,1,108469.2,5,550,0
France,Male,1,1,GOLD,Middle-Aged (26-45),29,658,4,80262.6,1,20612.82,2,420,0
Spain,Male,0,1,DIAMOND,Middle-Aged (26-45),34,788,6,156478.62,1,181196.76,3,760,0
France,Female,1,0,PLATINUM,Young Adults (18-25),23,525,5,0.0,2,160249.1,1,225,0
France,Male,0,0,SILVER,Middle-Aged (26-45),37,798,8,0.0,3,110783.28,4,860,0
Germany,Male,1,0,GOLD,Middle-Aged (26-45),37,486,9,115217.99,2,144995.33,1,882,0
Spain,Male,1,0,DIAMOND,Older Adults (46-64),61,615,9,0.0,2,150227.85,4,683,1
France,Female,1,1,GOLD,Middle-Aged (26-45),35,730,0,155470.55,1,53718.28,4,500,0
France,Male,1,0,PLATINUM,Middle-Aged (26-45),37,641,7,0.0,2,75248.3,2,516,0
France,Male,1,1,PLATINUM,Middle-Aged (26-45),39,542,3,135096.77,1,14353.43,2,328,1
France,Male,0,1,DIAMOND,Middle-Aged (26-45),30,692,2,0.0,2,130486.57,4,751,0
Germany,Female,1,1,GOLD,Older Adults (46-64),55,714,9,180075.22,1,100127.71,1,652,0
Spain,Male,1,1,PLATINUM,Middle-Aged (26-45),29,591,1,97541.24,1,196356.17,2,850,0
France,Female,1,1,DIAMOND,Middle-Aged (26-45),41,710,2,156067.05,1,9983.88,4,678,0
France,Female,0,1,GOLD,Middle-Aged (26-45),38,639,4,81550.94,2,118974.77,4,860,0
France,Female,0,0,SILVER,Older Adults (46-64),47,531,6,0.0,1,194998.34,2,510,1
France,Female,0,0,PLATINUM,Middle-Aged (26-45),38,673,2,170061.92,2,134901.34,5,954,1
Germany,Male,1,1,DIAMOND,Middle-Aged (26-45),36,765,8,92310.54,2,72924.56,3,547,0
France,Female,1,0,SILVER,Middle-Aged (26-45),32,622,6,169089.38,2,101057.95,5,238,0
France,Male,1,1,SILVER,Middle-Aged (26-45),40,806,5,80613.93,1,142838.64,1,314,0
Germany,Male,1,1,SILVER,Middle-Aged (26-45),26,757,8,121581.56,2,127059.04,5,595,0
France,Female,0,1,DIAMOND,Older Adults (46-64),58,570,8,0.0,1,116503.92,2,257,1
Spain,Male,1,1,DIAMOND,Middle-Aged (26-45),32,555,4,0.0,2,54405.79,4,850,0
France,Male,1,1,PLATINUM,Older Adults (46-64),54,692,5,0.0,2,88721.84,3,552,0
France,Male,1,0,GOLD,Older Adults (46-64),60,774,5,85891.55,1,74135.48,5,540,1
Spain,Male,1,1,SILVER,Middle-Aged (26-45),44,638,9,77637.35,2,111346.22,4,343,0
Spain,Female,0,0,PLATINUM,Middle-Aged (26-45),41,543,4,0.0,1,194902.16,5,331,0
France,Male,1,0,PLATINUM,Middle-Aged (26-45),31,584,5,0.0,2,31474.27,2,568,0
Germany,Male,1,0,DIAMOND,Middle-Aged (26-45),30,691,7,116927.89,1,21198.39,1,813,0
Germany,Female,1,0,PLATINUM,Middle-Aged (26-45),40,684,6,137326.65,1,186976.6,1,530,0
France,Male,1,1,DIAMOND,Young Adults (18-25),22,733,5,0.0,2,117202.19,3,279,0
Spain,Female,1,1,GOLD,Middle-Aged (26-45),37,599,2,0.0,2,143739.29,4,516,0
Germany,Female,1,1,GOLD,Middle-Aged (26-45),31,524,10,67238.98,2,161811.23,5,685,0
Germany,Female,1,0,SILVER,Middle-Aged (26-45),38,632,6,86569.76,2,98090.91,5,435,0
Spain,Male,0,0,PLATINUM,Middle-Aged (26-45),34,735,5,0.0,2,71095.41,1,898,0
France,Male,1,1,DIAMOND,Middle-Aged (26-45),34,734,6,133598.4,1,13107.24,4,693,0
France,Female,1,1,PLATINUM,Older Adults (46-64),51,605,3,136188.78,1,67110.59,1,683,1
Spain,Male,1,0,SILVER,Middle-Aged (26-45),38,793,9,0.0,2,88225.02,1,690,0
France,Female,0,1,PLATINUM,Older Adults (46-64),56,468,10,0.0,3,62256.87,3,547,1
Germany,Male,1,0,GOLD,Middle-Aged (26-45),37,779,7,120092.52,2,135925.72,1,466,0
France,Male,0,1,GOLD,Older Adults (46-64),48,698,4,101238.24,2,177815.87,1,342,1
France,Male,0,1,GOLD,Older Adults (46-64),58,707,6,89685.92,1,126471.13,2,230,0
France,Female,1,0,PLATINUM,Middle-Aged (26-45),35,850,1,211774.31,1,188574.12,2,757,1
France,Male,1,1,SILVER,Older Adults (46-64),56,850,7,131317.48,1,119175.45,3,657,0
Spain,Male,1,1,PLATINUM,Middle-Aged (26-45),37,527,5,93722.73,2,139093.73,3,453,0
Germany,Male,1,1,DIAMOND,Middle-Aged (26-45),32,696,8,101160.99,1,115916.55,4,694,0
France,Male,0,0,PLATINUM,Older Adults (46-64),48,661,3,120320.54,1,96463.25,5,727,0
France,Female,1,1,DIAMOND,Middle-Aged (26-45),31,776,2,0.0,2,112349.51,3,304,0
France,Male,1,1,SILVER,Middle-Aged (26-45),43,701,2,0.0,2,165303.79,2,633,0
France,Male,1,0,SILVER,Middle-Aged (26-45),26,610,8,0.0,2,166031.08,2,989,0
Germany,Female,1,0,GOLD,Older Adults (46-64),48,572,3,152827.99,1,38411.79,5,352,1
France,Male,1,1,DIAMOND,Middle-Aged (26-45),30,673,1,64097.75,1,77783.35,5,936,0
Spain,Female,1,1,SILVER,Older Adults (46-64),57,519,2,119035.35,2,29871.79,3,689,0
Spain,Female,0,1,DIAMOND,Middle-Aged (26-45),26,702,4,135219.57,1,59747.63,4,267,0
France,Male,1,1,GOLD,Middle-Aged (26-45),32,729,6,93694.42,1,79919.13,2,613,0
Spain,Male,1,0,GOLD,Middle-Aged (26-45),35,543,10,59408.63,1,76773.53,4,480,0
France,Female,1,0,GOLD,Middle-Aged (26-45),40,550,7,114354.95,1,54018.93,1,951,0
France,Male,1,0,DIAMOND,Older Adults (46-64),59,608,1,0.0,1,70649.64,4,585,1
Germany,Male,1,0,PLATINUM,Middle-Aged (26-45),35,639,10,128173.9,2,59093.39,3,452,0
Spain,Male,1,0,SILVER,Middle-Aged (26-45),34,686,9,0.0,2,127569.8,3,358,0
Germany,Female,0,1,GOLD,Older Adults (46-64),62,564,5,114931.35,3,18260.98,3,771,1
Germany,Female,1,0,PLATINUM,Middle-Aged (26-45),28,745,1,111071.36,1,73275.96,1,238,1
France,Male,1,1,DIAMOND,Middle-Aged (26-45),37,833,8,151226.18,2,136129.49,3,633,0
France,Male,1,1,PLATINUM,Middle-Aged (26-45),26,622,9,0.0,2,153237.59,3,344,0
